RA,Dec,MagV,Identifier
092.9200332028694,-10.2507605641820,7.28,HIP 29393
093.7278505321115,-08.8042161013937,7.194,HIP 29657
093.8589528542,-09.0357613533,6.081,HIP 29705
094.7830501568731,-08.5860131121360,6.22,HIP 30028
094.7107609365487,-09.3900196547854,5.352,HIP 29996
095.1668669405884,-09.8910042806741,6.88,HIP 30149
094.3963541247497,-10.7249907876469,6.747,HIP 29885
095.0711711531978,-10.8822064038702,7.22,HIP 30119
093.8485696343302,-11.9044391767193,6.6,HIP 29699
095.2726222362233,-11.8173299879802,6.32,HIP 30190
095.3529837411809,-11.7732382565186,5.55,HIP 30214
094.17344253,-12.04727251,7.01,HIP 29811
093.9370254454339,-13.7184109426584,5.001,HIP 29735
094.9890295604382,-13.9930138194160,6.67,HIP 30088
092.8406333903335,-15.7930595491009,6.75,HIP 29365
093.3528574072595,-15.3841398861939,6.84,HIP 29536
094.7032986246784,-15.0249603626901,6.06,HIP 29993
095.5254439616777,-15.6634291998290,6.53,HIP 30276
094.0320480729673,-16.6180061570824,5.91,HIP 29771
094.4238510403712,-16.8159056748963,5.148,HIP 29895
093.1930279264645,-17.7632283501532,6.501,HIP 29488
092.9295955991474,-18.1860756966907,6.59,HIP 29399
094.9217500903350,-17.5262254478986,7.242,HIP 30071
093.8238298045378,-18.4772140191837,5.984,HIP 29692
094.4342767780561,-19.1887258468799,6.71,HIP 29900
094.5572017194842,-19.9669724011801,5.501,HIP 29941
093.7850113844479,-20.2721846932725,5.868,HIP 29679
094.7457311360775,-20.9256091988526,5.8,HIP 30011
094.2830478058360,-22.3743577970091,7.02,HIP 29851
094.9090407291388,-22.1031203073926,6.27,HIP 30062
094.2649920482932,-22.7152309668496,6.04,HIP 29843
093.4387315075377,-23.8619357722055,6.366,HIP 29568
095.1464905229534,-23.6379649646998,6.48,HIP 30141
094.3033390556478,-24.0745816708083,6.73,HIP 29854
094.7316174418110,-25.0127595931713,7.02,HIP 30004
094.3078882633319,-26.9328784881681,6.87,HIP 29855
094.9154106229087,-26.9841529221201,7.28,HIP 30066
093.2464892482485,-28.4636082016205,7.27,HIP 29507
093.3894948692450,-29.3957382423745,6.513,HIP 29546
093.6262420354668,-29.6042871843654,6.99,HIP 29619
093.9882009553247,-29.7884230400384,6.647,HIP 29756
095.2350415883515,-29.6708653710951,7.03,HIP 30174
095.0783001658,-30.0633667339,3,HIP 30122
095.5284038445245,-33.4363779377324,3.85,HIP 30277
094.9206545325404,-34.3965904048141,5.749,HIP 30069
095.1509999909204,-34.1441431165890,5.521,HIP 30143
095.5181649073627,-35.0435670106884,7.24,HIP 30274
094.1134535442925,-35.4309234250780,7.17,HIP 29801
094.1380629987,-35.1405175028,4.37,HIP 29807
093.1215011635438,-36.5637402535486,6.881,HIP 29464
094.2551316257790,-37.7374447925176,5.534,HIP 29842
094.2898518332766,-37.2535493852764,5.872,HIP 29852
094.1482830809681,-39.2643922806869,5.983,HIP 29808
094.9497765686309,-39.4864800490969,6.59,HIP 30079
092.8141391403425,-44.9143325555619,7.21,HIP 29355
096.0724622947307,+43.2303450602462,6.97,HIP 30466
096.1941860236438,+43.5484754662350,7.22,HIP 30507
095.9118070308045,+40.5213709522990,6.81,HIP 30408
095.9747026413654,+40.8086990263257,7.12,HIP 30432
096.5900041490820,+41.9595158729161,7.07,HIP 30640
097.6052232071502,+41.4016887172651,6.68,HIP 31006
097.7629082234024,+39.7546210758023,6.65,HIP 31058
098.4240432365159,+39.4461287482023,7.03,HIP 31288
096.4295364444884,+38.0503520190368,7.19,HIP 30589
096.1216360061060,+37.3165780471359,7.03,HIP 30484
097.8815813144034,+37.1780055181186,6.63,HIP 31096
097.1918041064227,+36.4799904025543,7.16,HIP 30862
096.1623523999197,+35.2550238968192,6.55,HIP 30497
098.1675971337096,+35.2937347285536,6.79,HIP 31193
098.1876956100898,+35.0628996676226,7.04,HIP 31200
097.1780045121674,+34.8646764218171,7.17,HIP 30850
096.3034479435904,+32.2717585848174,6.96,HIP 30540
098.4277005311612,+33.0240412130060,6.53,HIP 31290
096.8980064011393,+32.5629463793953,6.46,HIP 30741
097.90283573,+32.16619360,7.18,HIP 31104
098.1132685614226,+32.4548980642105,5.829,HIP 31173
096.2198029762636,+29.7070608215528,6.697,HIP 30518
096.9179677318965,+30.6451822284117,6.96,HIP 30747
097.5917057819887,+28.2121097106778,6.847,HIP 31001
097.1420312858,+30.4930317133,5.55,HIP 30827
097.2349314541588,+26.9674562971578,6.57,HIP 30880
096.1822806183540,+25.0487216863373,6.345,HIP 30501
096.3277390789245,+23.7094733422284,7.15,HIP 30548
095.74011193,+22.51358275,2.87,HIP 30343
096.3857963306637,+23.4421418572756,6.63,HIP 30569
096.3872463580523,+23.3271693728710,6.05,HIP 30570
096.39251388,+22.45779741,7.19,HIP 30574
097.5911153723598,+22.5449203652387,6.98,HIP 31000
097.9977102452505,+22.1857286270935,7.27,HIP 31139
096.4280287722725,+21.6450310567730,6.53,HIP 30588
096.9440100968053,+20.7895354331498,6.52,HIP 30757
096.9861319540041,+20.4963200454399,6.22,HIP 30769
097.2407755592,+20.2121348956,4.14,HIP 30883
095.70677845,+17.57409258,6.93,HIP 30333
096.2738070618783,+16.9946970889358,7.02,HIP 30532
098.0772744691442,+17.7843516113503,6.242,HIP 31158
098.0742875752941,+17.7796137047987,6.95,HIP 31156
097.8959695145869,+16.8282832972420,6.928,HIP 31100
096.2198774363337,+16.0571296945761,6.35,HIP 30517
097.1168911804061,+16.2383858696749,6.233,HIP 30815
097.9059752584163,+15.9035096124451,6.38,HIP 31105
096.5044394813947,+15.1498697232342,7.13,HIP 30613
096.6572178614082,+15.5236992996391,6.92,HIP 30663
098.1653407203423,+15.0209525973858,7.23,HIP 31191
096.4252930851797,+14.0926863780092,6.88,HIP 30586
098.4006864662799,+14.1551660244410,5.553,HIP 31277
096.3673891250921,+14.7219962958852,6,HIP 30564
096.8157420121111,+14.8892275916871,6.64,HIP 30722
096.1170122042880,+13.0150439814726,6.98,HIP 30483
095.6516341742652,+12.5702381245119,6,HIP 30318
096.1408415320502,+11.2564879412385,6.85,HIP 30492
096.6633650828745,+13.1011744728166,6.6,HIP 30665
096.3343523517898,+11.2332458285533,7.01,HIP 30552
097.7898420305386,+11.2513774327171,6.14,HIP 31066
097.9140820011775,+11.7922716356612,6.65,HIP 31107
097.9512443591456,+11.5444125853757,5.21,HIP 31119
098.0969807155094,+11.6735201266781,6.05,HIP 31168
096.0095129451362,+08.8850145201228,6.219,HIP 30448
096.4680234310404,+11.1258831230470,6.38,HIP 30602
097.2506335624863,+11.0192427706641,6.59,HIP 30886
097.0783880721556,+10.3038946178083,6.155,HIP 30804
097.5233239301646,+09.0297146116401,6.57,HIP 30977
098.0729643539468,+08.8180066816749,6.96,HIP 31155
097.5095562681687,+07.9211146198953,6.71,HIP 30970
097.4831417704969,+07.1119864990657,7.15,HIP 30961
098.2259517271024,+07.3329634202214,4.5,HIP 31216
097.9419083594179,+06.7854642705274,7.274,HIP 31118
098.0297470761177,+06.0356360653085,6.706,HIP 31147
097.91886292,+05.76912279,7.16,HIP 31110
097.6372385543004,+05.8670015964120,6.85,HIP 31019
096.3041656511753,+07.0857114416022,5.98,HIP 30541
095.6885072511477,+04.2103343183729,6.88,HIP 30328
095.9420482176731,+04.5928574253916,4.398,HIP 30419
095.9436919214498,+04.5958723068674,6.6,HIP 30422
096.2090830707796,+04.8719957489184,7.05,HIP 30513
095.7312512996748,+03.7607711838754,7.01,HIP 30341
095.8270507137182,+03.7644920948228,6.385,HIP 30382
096.8663839671106,+05.1754262740628,6.72,HIP 30735
098.0800153167914,+04.8559994125482,5.83,HIP 31159
097.8395367883799,+02.9112930926323,7.13,HIP 31083
098.1779068525878,+03.8145159290181,7.28,HIP 31197
096.8352087005658,+02.9082910217848,5.543,HIP 30728
098.0387775345881,+04.8235298328287,7.28,HIP 31149
096.4438667780194,+02.2716773322956,6.51,HIP 30594
097.3117144037908,+02.6461956798098,6.2,HIP 30906
097.0698652680774,+01.9126812018779,6.45,HIP 30798
096.3270051709102,+01.5015188740660,6.661,HIP 30547
098.2757714554051,+01.2733224968733,6.87,HIP 31237
096.4641487667785,+00.8126657082238,6.59,HIP 30601
096.6808042615908,+00.4542323142107,6.87,HIP 30670
096.7451013245840,+00.8410436685287,6.678,HIP 30692
096.8073374590108,+00.2992463191633,5.186,HIP 30717
097.2181705965158,+00.1279520977784,6.55,HIP 30874
096.14139804,-01.41822060,6.71,HIP 30493
095.6815926838581,-02.1954118945446,6.87,HIP 30326
096.3189433924847,-00.9458828244494,5.9,HIP 30545
096.6048498885791,-00.7767404007222,6.8,HIP 30650
096.8149630998994,-00.2759994149951,5.538,HIP 30720
097.1593438532205,-00.7210964251731,6.86,HIP 30838
097.1960961383749,-00.5724074031987,6.56,HIP 30863
096.6649566971065,-01.5073337634443,5.854,HIP 30666
098.4080057393332,-01.2201476004820,5.079,HIP 31278
095.7754642054599,-03.5157751071489,7.188,HIP 30356
095.8449760315326,-04.6875128303651,6.65,HIP 30387
095.7561240937645,-03.2769667476160,6.548,HIP 30351
096.3948124042860,-02.9914380926324,6.55,HIP 30575
097.6117352416232,-03.0220971061662,6.97,HIP 31010
096.4463904007063,-03.8890154927261,6.309,HIP 30595
096.5396938232865,-03.5157210807414,6.43,HIP 30627
097.4036943549409,-03.5516894242114,7.2,HIP 30938
096.6435148460343,-04.5973968409983,6.133,HIP 30660
096.7431353547449,-04.4592929201565,6.9,HIP 30691
096.7536617931716,-04.3556469681327,6.472,HIP 30700
096.9898693796,-04.7621535781,5.041,HIP 30772
098.0963712641346,-05.8688167176230,5.598,HIP 31167
097.20445711,-07.03305837,3.74,HIP 30867
096.4951146626911,-07.8949805951409,6.404,HIP 30608
096.6868820752765,-07.5119390035267,6.33,HIP 30675
098.0631480330245,-07.4080066593869,7.27,HIP 31152
097.9586017198564,-08.1582227688669,5.411,HIP 31121
095.8996599364285,-09.8747294888530,6.134,HIP 30407
096.3411249873490,-09.0911489717134,7.25,HIP 30553
097.5469852778144,-10.0815123494891,5.909,HIP 30986
096.0429985044091,-11.5300901758586,5.207,HIP 30457
096.0857394594846,-12.9619316532344,6.12,HIP 30468
097.6383847063474,-12.0810461965458,6.57,HIP 31020
097.8460133844574,-12.3919564436301,5.153,HIP 31084
097.8509864095841,-12.5596917022656,6.79,HIP 31088
096.9959499635764,-13.1605643958687,7.061,HIP 30776
097.6453594749753,-13.1481729436379,6.16,HIP 31024
098.1953006173679,-11.1663802033512,6.24,HIP 31205
095.8266245127461,-14.8353554423736,6.97,HIP 30381
095.9422690571793,-15.0712533797891,6.221,HIP 30420
096.0881102722725,-16.2245675624291,6.95,HIP 30469
095.9281845778001,-16.4671888986245,6.57,HIP 30414
096.6777413385906,-14.6034289088006,6.3,HIP 30669
097.6241081125150,-14.9543639645626,6.77,HIP 31017
095.8773919323690,-18.9987514653695,7.22,HIP 30397
095.6749389696,-17.9559187089,1.97,HIP 30324
097.4079254522135,-17.0113361522156,7.06,HIP 30942
097.1559157454163,-17.4660116022799,5.761,HIP 30836
097.9818962920833,-18.0622623568558,6.55,HIP 31131
096.6157559988837,-19.3249911517674,7.12,HIP 30655
097.5492405002712,-19.2148893568968,6.44,HIP 30988
095.94855785,-19.78539074,6.867,HIP 30426
096.4407936072618,-20.9730665976950,7.07,HIP 30592
098.1352066926630,-21.0217990539405,7.24,HIP 31178
098.3610996314202,-20.9239614343799,6.402,HIP 31266
097.8728945967944,-21.4055465742688,6.58,HIP 31092
097.9640264908,-23.4184216917,4.33,HIP 31125
097.6605096959048,-22.3218114990400,7.15,HIP 31028
095.9829627785965,-25.5776225247591,5.6,HIP 30436
095.8571775626623,-26.3795936866182,7.16,HIP 30390
096.0544618512884,-26.4450267545482,6.68,HIP 30461
098.4159948373847,-26.3296291726810,7.19,HIP 31284
097.6928563107586,-27.7695795748052,5.903,HIP 31037
098.1923686017293,-27.4043629762496,6.88,HIP 31201
096.7973530748309,-25.8564975007728,6.07,HIP 30711
095.8731102160732,-29.8607651033400,6.99,HIP 30395
096.1828322736221,-28.7801156260392,6.39,HIP 30503
096.4186520602568,-29.7029781600346,6.881,HIP 30583
095.8103086038620,-31.7903143952454,6.319,HIP 30376
095.7240309635537,-33.6146026803501,7.27,HIP 30338
098.1624087268422,-32.0304404643121,5.706,HIP 31190
096.7782341728528,-32.1668100487944,7.18,HIP 30705
097.0425311337,-32.5800681911,4.48,HIP 30788
097.16351048,-32.37127735,5.74,HIP 30840
097.8499778604796,-32.8685470392370,6.34,HIP 31086
098.3640028319737,-32.2263805054340,6.94,HIP 31269
096.6607588924745,-33.4154995364927,7.14,HIP 30664
095.8043320274037,-34.9968555189025,6.53,HIP 30372
096.3750221812090,-35.0641499629265,6.243,HIP 30566
097.7150468257545,-35.0004105873344,7.14,HIP 31047
096.4898392997008,-35.3373364959485,7.05,HIP 30604
097.8045281941707,-35.2588586297008,5.82,HIP 31072
095.9385376514581,-37.0145934997316,6.878,HIP 30418
096.0042085557216,-36.7077631397325,5.619,HIP 30444
096.0254408181043,-36.7029827817325,6.81,HIP 30455
097.8956148659718,-36.9400224756128,6.278,HIP 31099
096.7816022276104,-37.8955041521473,6.487,HIP 30706
098.0890754976945,-37.6967215065110,5.253,HIP 31165
098.2993141114484,-37.8219474772008,7.25,HIP 31243
096.4581574909715,-38.9355658718100,7.27,HIP 30599
098.2926648082329,-38.6251873661929,6.434,HIP 31241
096.1854018409997,-40.2839794364489,6.292,HIP 30505
097.1767130755883,-41.0748520231996,6.316,HIP 30849
097.66949639,-40.44814156,6.68,HIP 31032
097.7495603999583,-40.9162522749063,6.179,HIP 31056
096.1014601695127,-42.8475180601128,6.67,HIP 30476
097.7688623543859,-43.7170628263589,6.684,HIP 31061
098.1525865888362,-44.2208828634346,7.29,HIP 31186
098.9779188481497,+43.7058303745510,6.87,HIP 31511
099.9911920737394,+44.0141144226989,6.34,HIP 31889
100.0537787257467,+44.3328556418978,6.75,HIP 31916
099.8326092765921,+42.4888796893752,4.82,HIP 31832
100.6432884543660,+38.8920341363084,7.036,HIP 32125
099.66980150,+41.58149266,7.01,HIP 31776
100.08865728,+40.96969617,6.87,HIP 31928
100.1770210644382,+40.1685518368217,7.16,HIP 31956
099.7049194744083,+39.9025602851161,5.331,HIP 31789
099.6647361200171,+39.3908516393216,5.69,HIP 31771
100.2892602272554,+39.2344908545699,7.24,HIP 31995
098.5807249964316,+38.0760055405274,6.66,HIP 31340
099.1368231911717,+38.4455093463880,5.25,HIP 31579
098.8417720758858,+37.7153017038689,7.24,HIP 31454
100.8072601427076,+37.1473762497897,6.206,HIP 32190
101.0521777157294,+36.1092600230170,6.369,HIP 32268
100.4073025745937,+35.9319220816596,6.481,HIP 32040
098.7582830011210,+31.4346455564843,7.02,HIP 31414
098.9973809668592,+31.4792433733527,6.92,HIP 31520
099.7193686418774,+33.0180480125855,7.13,HIP 31796
100.6876253906089,+32.5588701804367,6.74,HIP 32143
098.8002599120471,+28.0223142400260,5.26,HIP 31434
099.5958753828520,+28.9843394489080,5.744,HIP 31737
100.3271378233618,+29.7136035788228,7.05,HIP 32014
101.1894169111119,+28.9709357276421,5.44,HIP 32311
100.3370720185205,+28.1966401826192,6.427,HIP 32019
100.9830260792,+25.1311254122,2.98,HIP 32246
099.1764653819208,+23.0980442512162,6.99,HIP 31595
099.3637025974703,+24.5908534678884,6.48,HIP 31650
099.5787605961533,+24.4504207448847,6.73,HIP 31730
099.8811780069186,+24.6001638732638,6.38,HIP 31850
099.4686250119972,+23.6044344481235,6.67,HIP 31696
101.2347818654714,+22.8373808390402,6.75,HIP 32333
098.5295779009788,+22.1241406401912,7.14,HIP 31323
099.7720860935421,+22.0308822576722,6.08,HIP 31813
101.1252818572253,+20.6930149640210,7.05,HIP 32295
100.0086979247889,+19.6577671333111,7.25,HIP 31896
101.2288070570010,+20.8606528410547,7.183,HIP 32329
098.6637933061670,+19.4290418046933,7.09,HIP 31368
098.9741751985687,+17.6925238341316,7.26,HIP 31508
098.7363469599520,+16.7638311042632,7.22,HIP 31403
099.0088606526155,+16.7970314339017,6.72,HIP 31525
100.6013634121,+17.6453088431,5.21,HIP 32104
098.7236880605320,+16.2057678403713,6.59,HIP 31396
098.7393851309166,+15.3304718420221,6.54,HIP 31404
099.42796043,+16.39928043,1.92,HIP 31681
100.3414223657838,+16.3976527881086,6.272,HIP 32020
100.4609286295379,+14.2166814055034,6.79,HIP 32055
099.0182747908594,+13.6940348584478,7.23,HIP 31531
098.7795955677908,+12.6689363812686,7.05,HIP 31427
099.9488214359726,+12.9827706494853,5.978,HIP 31876
100.9970290431192,+13.2280052210075,4.49,HIP 32249
098.8233198835479,+09.9883358577110,5.887,HIP 31448
100.3217461517097,+11.0032005449516,6.21,HIP 32012
099.4037260469819,+10.8532947577743,6.37,HIP 31662
100.24441512,+09.89575637,4.64,HIP 31978
098.6930238792276,+07.5724862911004,6.46,HIP 31385
100.5714146580063,+07.3978270299065,6.88,HIP 32094
100.1331091981662,+06.3712520743249,6.498,HIP 31945
100.3742763448727,+06.1108260518873,7,HIP 32034
100.8620431941270,+05.8488147289813,7.16,HIP 32212
099.3501737515295,+06.1353822906785,6.06,HIP 31646
099.6996912617386,+06.9018846836620,6.95,HIP 31787
100.4967949029184,+06.3454274158312,6.37,HIP 32067
099.1078668680875,+06.0831899694763,6.87,HIP 31567
098.6484339016463,+04.9679307494855,6.85,HIP 31363
098.5350214273356,+02.8986766140494,6.88,HIP 31326
099.0004417544833,+04.4980283481586,6.553,HIP 31523
101.1117249976096,+05.2060991812684,7.24,HIP 32290
099.7058530199629,+04.7006206177317,6.55,HIP 31790
100.9110224814183,+03.9325316992780,5.9,HIP 32226
100.5195503585850,+03.2483007053654,7.05,HIP 32072
100.7775582667840,+03.0338010098797,6.17,HIP 32177
101.1058461199154,+03.1415763798230,6.853,HIP 32288
099.4695984715879,+04.9566687072522,6.2,HIP 31697
099.6193250864337,+04.6071905660723,7.14,HIP 31749
099.2645368775537,+05.5193901282696,7.14,HIP 31622
098.8159552702392,+00.8902228088657,5.86,HIP 31446
099.4180256991062,+02.7041601726643,6.172,HIP 31672
099.4710296268417,+02.2694268409234,7.26,HIP 31698
100.4778602840470,+02.5817637290322,7.14,HIP 32062
099.4616204785313,+00.5270845363564,7.11,HIP 31691
100.2726718412135,+00.4953239475988,5.765,HIP 31992
099.6591151818621,+01.6135216598042,6.31,HIP 31766
099.9438740576967,-01.3801402033827,6.91,HIP 31874
099.2739343797124,-02.1790333194285,7.11,HIP 31629
099.5852322288656,-02.5438959376057,6.116,HIP 31733
098.5902576585481,-03.0740993313302,6.58,HIP 31344
098.5757587295738,-04.9001115683449,7.237,HIP 31338
098.8214812638588,-04.7898805053719,7.29,HIP 31447
100.6565646612202,-03.8357398366681,7.28,HIP 32133
100.0656841412037,-04.4613268362381,7.23,HIP 31921
100.6977600599392,-04.1408812824251,6.56,HIP 32146
099.1472070656854,-05.2111390274183,5.52,HIP 31583
100.5304727233973,-06.1142763418360,6.999,HIP 32080
100.0786071425346,-06.3462732386206,6.96,HIP 31925
100.2577182428538,-07.5726285637192,6.79,HIP 31985
100.3434200555573,-07.1687030320842,6.96,HIP 32022
099.3834353000927,-08.2356095559509,7.23,HIP 31656
100.4849405810734,-09.1675341850625,5.194,HIP 32064
098.9756999794643,-11.3742765520311,7.08,HIP 31510
099.4199746704034,-12.9851180156806,6.106,HIP 31674
100.2387810407306,-12.1822557375069,6.922,HIP 31976
099.1941520186820,-13.3210204060534,5.939,HIP 31599
100.7594473710021,-13.6981215611390,7.13,HIP 32171
099.8196653383483,-14.1457611620633,4.812,HIP 31827
100.4987382327327,-16.0072217298808,7.076,HIP 32069
100.5216835951998,-15.2152532548711,6.96,HIP 32076
099.6900720601212,-16.2608625640506,7.1,HIP 31785
099.6476078456398,-16.8735454188662,6.03,HIP 31758
099.0952017878711,-18.6599237410852,5.695,HIP 31564
099.4725900199929,-18.2374761467928,4.43,HIP 31700
099.7649390981216,-18.1858285757710,7.13,HIP 31811
101.2122016186526,-18.5704984855603,7.06,HIP 32319
099.1709898983,-19.2558794181,3.91,HIP 31592
098.6908932821437,-20.5574421508377,7,HIP 31382
098.8784104419325,-22.1090520205379,6.32,HIP 31469
100.3784178307557,-20.3176180882906,6.87,HIP 32037
100.4881957445956,-20.2497133359645,6.86,HIP 32065
100.8097867118230,-21.8623808938136,7.25,HIP 32193
098.7641191154537,-22.9648031497184,4.5,HIP 31416
099.17110047,-22.61473044,6.397,HIP 31593
100.6918499472713,-22.4485926775993,6.23,HIP 32144
099.5954470654632,-23.5803191460223,6.5,HIP 31736
099.9009382629074,-23.6956660061925,6.05,HIP 31859
100.6148897928614,-23.2325818784918,7.15,HIP 32112
100.9730411681046,-25.5349493723049,6.72,HIP 32243
101.2164671952667,-27.3416662084453,6.43,HIP 32322
098.7260422708185,-30.0920235540259,6.92,HIP 31398
099.0393312533625,-28.8355236084425,7.02,HIP 31541
100.1440815874493,-28.2656858901538,7.19,HIP 31949
100.7912511930570,-28.3527667314494,7.29,HIP 32185
100.7751985258784,-29.2373259635404,7.27,HIP 32175
099.9277534123592,-30.4704906838182,5.71,HIP 31870
098.6472119450424,-32.7162521450386,5.61,HIP 31362
